,jupyter notebook,jupyter,jupyter-notebook,python,ipython,ipython-notebook
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.2353515625,0.0,0.0
54,0.0,0.0,0.0,0.1195219123505976,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.024311183144246355,0.0,0.0
57,0.0,0.0,0.0,0.07559055118110236,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.03770491803278689,0.0,0.0
60,0.0,0.0,0.0,0.011441647597254004,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.02933673469387755,0.0,0.0
66,0.0,0.0,0.0,0.12195121951219512,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.01904761904761905,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.4603330068560235,0.0,0.0
71,0.0,0.0,0.0,0.09433962264150944,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.06866952789699571,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.040236686390532544,0.0,0.0
76,0.04767879548306148,0.0,0.0,0.09410288582183186,0.0,0.0
77,0.0,0.0,0.0,0.044188280499519686,0.0,0.0
78,0.0,0.0,0.0,0.043029259896729774,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.06460296096904443,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.02083333333333333,0.0,0.0
86,0.0,0.0,0.0,0.02991452991452992,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.022920203735144317,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
